respondent_id,xyz_vaccine,seasonal_vaccine
3854,0.7,0.8
3855,0.8,0.9
3856,0.1,0.8
3857,0.0,0.8
3858,0.2,0.0
3859,0.4,0.6
3860,0.0,0.1
3861,0.1,0.1
3862,0.4,0.9
3863,0.1,0.6
3864,0.0,0.9
3865,0.0,0.9
3866,0.1,0.6
3867,0.1,0.7
3868,0.5,0.9
3869,0.2,0.3
3870,0.4,0.3
3871,0.1,0.4
3872,0.0,0.5
3873,0.2,0.6
3874,0.9,0.9
3875,0.2,0.4
3876,0.0,0.7
3877,0.0,0.0
3878,0.1,0.5
3879,0.0,0.0
3880,0.1,0.9
3881,0.2,0.5
3882,0.7,0.9
3883,0.2,0.7
3884,0.2,0.6
3885,0.1,0.8
3886,0.0,0.2
3887,0.1,0.2
3888,0.0,0.2
3889,0.9,0.7
3890,0.1,0.4
3891,0.3,0.8
3892,0.0,0.3
3893,0.8,0.9
3894,0.0,0.4
3895,0.0,0.8
3896,0.1,0.5
3897,0.1,0.2
3898,0.5,0.3
3899,0.0,0.3
3900,0.1,0.5
3901,0.1,0.8
3902,0.1,0.9
3903,0.2,0.1
3904,0.0,0.0
3905,0.2,0.8
3906,0.1,0.4
3907,0.7,0.6
3908,0.4,0.3
3909,0.0,0.6
3910,0.4,0.4
3911,0.1,0.5
3912,0.7,0.6
3913,0.1,0.1
3914,0.4,1.0
3915,0.2,0.4
3916,0.8,0.9
3917,0.9,1.0
3918,0.4,0.8
3919,0.0,0.0
3920,0.9,0.5
3921,0.0,0.1
3922,0.1,1.0
3923,0.9,0.9
3924,0.0,0.4
3925,0.3,0.4
3926,0.1,0.9
3927,0.1,0.1
3928,0.0,0.2
3929,0.1,0.4
3930,0.0,0.0
3931,0.3,0.8
3932,0.2,1.0
3933,0.0,0.1
3934,0.0,0.4
3935,0.1,0.1
3936,0.7,0.9
3937,0.4,0.8
3938,0.0,0.2
3939,0.1,0.9
3940,0.6,0.8
3941,0.3,0.7
3942,0.1,0.2
3943,0.9,1.0
3944,0.2,0.8
3945,0.1,0.4
3946,0.0,0.1
3947,0.2,0.5
3948,0.0,0.9
3949,0.1,0.8
3950,0.3,0.6
3951,0.0,0.0
3952,0.0,0.1
3953,0.7,0.7
3954,0.0,0.1
3955,0.1,0.5
3956,0.1,1.0
3957,0.2,0.7
3958,0.1,0.5
3959,0.4,0.5
3960,0.0,0.1
3961,0.0,0.2
3962,0.2,0.1
3963,0.9,0.9
3964,0.1,0.2
3965,0.2,1.0
3966,0.0,0.6
3967,0.0,0.7
3968,0.0,0.2
3969,0.0,0.0
3970,0.2,0.2
3971,0.1,0.3
3972,0.5,0.8
3973,0.2,0.6
3974,0.4,0.2
3975,0.1,0.2
3976,0.2,1.0
3977,0.0,0.1
3978,0.3,0.9
3979,0.7,0.1
3980,0.0,0.1
3981,0.3,0.9
3982,0.6,0.7
3983,0.1,0.2
3984,0.0,0.3
3985,0.2,0.2
3986,0.0,0.5
3987,0.1,0.4
3988,0.0,0.3
3989,0.6,0.7
3990,0.3,0.5
3991,0.0,0.2
3992,0.1,0.3
3993,0.5,0.8
3994,0.1,0.1
3995,0.0,0.0
3996,0.0,0.2
3997,0.3,1.0
3998,0.3,0.7
3999,0.0,0.0
4000,0.1,0.9
4001,0.1,0.9
4002,0.1,0.8
4003,0.5,0.5
4004,0.6,0.3
4005,0.0,0.2
4006,0.6,0.9
4007,0.8,0.8
4008,0.1,0.6
4009,0.1,0.1
4010,0.8,0.8
4011,0.7,0.9
4012,0.0,0.4
4013,0.1,0.2
4014,0.0,0.9
4015,0.4,0.7
4016,0.0,0.9
4017,0.0,0.1
4018,0.4,0.3
4019,0.6,0.2
4020,0.3,0.3
4021,0.1,0.5
4022,0.0,0.1
4023,0.1,0.4
4024,0.1,0.6
4025,0.0,0.1
4026,0.1,0.1
4027,0.4,0.9
4028,0.0,0.3
4029,0.1,0.1
4030,0.2,0.5
4031,0.0,0.5
4032,0.3,0.3
4033,0.1,0.3
4034,0.3,0.7
4035,0.1,0.2
4036,0.0,0.1
4037,0.1,0.2
4038,0.4,0.2
4039,0.5,0.6
4040,0.0,0.1
4041,0.0,0.1
4042,0.3,0.4
4043,0.5,0.9
4044,0.0,0.2
4045,0.3,0.3
4046,0.0,0.2
4047,0.4,0.5
4048,0.0,0.1
4049,0.1,0.3
4050,0.0,0.1
4051,0.0,0.1
4052,0.4,0.7
4053,0.1,0.8
4054,0.0,0.8
4055,0.8,0.8
4056,0.1,0.2
4057,0.1,0.2
4058,0.1,0.1
4059,0.1,0.3
4060,0.5,0.7
4061,0.1,0.4
4062,0.5,0.5
4063,0.1,0.6
4064,0.1,0.8
4065,0.0,0.7
4066,0.0,0.1
4067,0.1,0.7
4068,0.3,0.3
4069,0.1,0.8
4070,0.0,0.0
4071,0.2,0.1
4072,0.1,0.3
4073,0.0,0.1
4074,0.0,0.1
4075,0.3,0.7
4076,0.0,0.1
4077,0.1,0.3
4078,0.2,0.5
4079,0.2,0.6
4080,0.0,0.1
4081,0.1,0.1
4082,0.0,0.1
4083,0.1,0.2
4084,0.2,0.2
4085,0.4,0.9
4086,0.2,0.3
4087,0.5,0.9
4088,0.2,0.5
4089,0.2,0.3
4090,0.1,0.6
4091,0.5,0.9
4092,0.0,0.2
4093,0.3,0.8
4094,0.2,0.3
4095,0.1,0.4
4096,0.5,0.9
4097,0.1,0.4
4098,0.3,0.6
4099,0.1,0.4
4100,0.2,0.7
4101,0.0,0.1
4102,0.7,0.8
4103,0.1,0.3
4104,0.1,0.1
4105,0.4,0.3
4106,0.1,0.8
4107,0.1,0.2
4108,0.6,0.4
4109,0.6,0.3
4110,0.1,0.1
4111,0.0,0.2
4112,0.1,0.1
4113,0.0,0.3
4114,0.0,0.3
4115,0.7,0.8
4116,0.6,0.5
4117,0.8,0.9
4118,0.2,1.0
4119,0.0,0.2
4120,0.0,0.5
4121,0.1,0.1
4122,0.6,0.9
4123,0.1,0.7
4124,0.7,0.2
4125,0.2,0.4
4126,0.8,1.0
4127,0.1,0.4
4128,0.1,0.7
4129,0.1,0.1
4130,0.1,0.3
4131,0.0,0.2
4132,0.0,0.1
4133,0.1,0.3
4134,0.0,0.0
4135,0.6,0.6
4136,0.0,0.1
4137,0.0,0.1
4138,0.2,0.8
4139,0.5,0.7
4140,0.0,0.1
4141,0.1,0.8
4142,0.0,0.2
4143,0.1,0.8
4144,0.9,1.0
4145,0.1,0.0
4146,0.0,0.2
4147,0.4,0.9
4148,0.0,0.1
4149,0.2,0.3
4150,0.2,0.3
4151,0.0,0.2
4152,0.9,0.9
4153,0.2,0.4
4154,0.1,0.2
4155,0.2,1.0
4156,0.1,0.0
4157,0.2,0.9
4158,0.0,0.3
4159,0.1,0.2
4160,0.0,0.8
4161,0.1,0.7
4162,0.1,0.1
4163,0.9,1.0
4164,0.0,0.0
4165,0.1,0.5
4166,0.1,0.6
4167,0.0,0.0
4168,0.1,0.4
4169,0.0,0.4
4170,0.2,0.9
4171,0.4,0.8
4172,0.0,0.2
4173,0.0,0.8
4174,0.3,0.7
4175,0.5,0.6
4176,0.1,0.2
4177,0.1,0.2
4178,0.7,0.5
4179,0.0,0.1
4180,0.0,0.2
4181,0.2,0.6
4182,0.4,0.8
4183,0.1,0.5
4184,0.2,0.9
4185,0.0,0.0
4186,0.0,0.0
4187,0.1,0.9
4188,0.1,0.8
4189,0.6,0.4
4190,0.9,0.9
4191,0.2,0.5
4192,0.7,0.9
4193,0.1,0.7
4194,0.1,0.7
4195,0.1,0.2
4196,0.1,0.2
4197,0.0,0.0
4198,0.0,0.7
4199,0.0,0.2
4200,0.0,0.0
4201,0.2,0.9
4202,0.3,0.5
4203,0.7,0.9
4204,0.1,0.1
4205,0.7,0.9
4206,0.1,0.2
4207,0.4,0.7
4208,0.8,1.0
4209,0.0,0.0
4210,0.0,0.2
4211,0.0,0.0
4212,0.4,0.7
4213,0.2,0.3
4214,0.0,0.7
4215,0.1,1.0
4216,0.0,0.1
4217,0.2,0.4
4218,0.8,1.0
4219,0.1,0.6
4220,0.1,0.3
4221,0.2,0.8
4222,0.3,0.1
4223,0.1,0.8
4224,0.5,0.9
4225,0.5,0.8
4226,0.5,1.0
4227,0.0,0.1
4228,0.6,0.8
4229,0.5,0.8
4230,0.4,0.4
4231,0.1,0.3
4232,0.1,0.3
4233,0.1,0.2
4234,0.1,0.5
4235,0.4,0.3
4236,0.1,0.2
4237,0.7,0.2
4238,0.0,0.3
4239,0.2,0.3
4240,0.2,0.8
4241,0.0,0.1
4242,0.7,0.9
4243,0.4,0.7
4244,0.1,0.7
4245,0.1,0.8
4246,0.0,0.1
4247,0.0,0.0
4248,0.9,1.0
4249,0.9,1.0
4250,0.8,0.8
4251,0.4,0.6
4252,0.2,0.2
4253,0.1,0.8
4254,0.1,0.7
4255,0.3,0.2
4256,0.2,0.5
4257,0.6,0.3
4258,0.1,0.5
4259,0.6,0.7
4260,0.5,0.8
4261,0.2,0.6
4262,0.1,0.3
4263,0.8,0.8
4264,0.4,0.1
4265,0.1,0.6
4266,0.0,0.2
4267,0.0,0.1
4268,0.0,0.6
4269,0.8,0.1
4270,0.0,0.2
4271,0.1,0.1
4272,0.0,0.5
4273,0.4,0.7
4274,0.3,0.5
4275,0.1,0.3
4276,0.4,0.9
4277,0.0,0.0
4278,0.1,0.5
4279,0.9,0.8
4280,0.0,0.4
4281,0.3,1.0
4282,0.0,0.2
4283,0.0,0.8
4284,0.1,0.1
4285,0.1,0.2
4286,0.2,1.0
4287,0.2,0.2
4288,0.0,0.7
4289,0.5,0.6
4290,0.2,0.8
4291,0.2,0.9
4292,0.0,0.1
4293,0.1,0.0
4294,0.2,0.9
4295,0.3,0.8
4296,0.0,0.1
4297,0.0,0.0
4298,0.2,0.6
4299,0.0,0.1
4300,0.2,0.6
4301,0.6,0.7
4302,0.8,0.8
4303,0.1,0.1
4304,0.0,0.0
4305,0.8,0.7
4306,0.4,0.8
4307,0.3,0.6
4308,0.1,0.4
4309,0.1,0.1
4310,0.3,0.7
4311,0.1,0.6
4312,0.7,0.8
4313,0.4,1.0
4314,0.2,0.1
4315,0.1,0.3
4316,0.0,0.0
4317,0.1,0.5
4318,0.2,0.5
4319,0.0,0.0
4320,0.0,0.3
4321,0.1,0.4
4322,0.1,0.1
4323,0.2,0.8
4324,0.3,0.6
4325,0.0,0.7
4326,0.2,0.3
4327,0.7,1.0
4328,0.0,0.0
4329,0.6,0.8
4330,0.2,0.9
4331,0.2,0.4
4332,0.0,0.4
4333,0.0,0.0
4334,0.0,0.0
4335,0.0,0.0
4336,0.8,0.9
4337,0.1,0.1
4338,0.0,0.4
4339,0.1,1.0
4340,0.8,0.4
4341,0.7,0.6
4342,0.0,0.3
4343,0.1,0.3
4344,0.5,0.1
4345,0.2,0.7
4346,0.1,0.8
4347,0.1,0.9
4348,0.1,0.4
4349,0.2,0.6
4350,0.0,0.0
4351,0.2,0.8
4352,0.1,0.9
4353,0.1,0.5
4354,0.1,0.2
4355,0.8,0.9
4356,0.0,0.1
4357,0.1,0.1
4358,0.0,0.3
4359,0.0,0.0
4360,0.0,0.1
4361,0.0,0.3
4362,0.0,0.8
4363,0.2,0.3
4364,0.1,0.7
4365,0.0,0.5
4366,0.2,0.2
4367,0.3,0.9
4368,0.3,0.3
4369,0.0,0.0
4370,0.3,0.2
4371,0.1,0.2
4372,0.4,1.0
4373,0.6,0.8
4374,0.2,0.9
4375,0.0,0.1
4376,0.1,0.1
4377,0.3,0.7
4378,0.2,0.3
4379,0.3,0.0
4380,0.2,0.7
4381,0.0,0.2
4382,0.0,0.7
4383,0.8,0.9
4384,0.1,0.7
4385,0.0,0.1
4386,0.9,0.9
4387,0.1,0.5
4388,0.2,0.7
4389,0.0,0.0
4390,0.1,0.3
4391,0.1,0.1
4392,0.0,0.3
4393,0.4,0.9
4394,0.5,0.7
4395,0.5,0.7
4396,0.7,0.8
4397,0.6,0.9
4398,0.1,0.6
4399,0.0,0.8
4400,0.2,0.4
4401,0.1,0.7
4402,0.1,0.8
4403,0.0,0.1
4404,0.4,0.7
4405,0.3,0.4
4406,0.1,0.2
4407,0.0,0.9
4408,0.0,0.2
4409,0.2,0.7
4410,0.0,0.0
4411,0.6,0.3
4412,0.0,0.1
4413,0.1,0.0
4414,0.4,0.6
4415,0.1,0.2
4416,0.2,0.4
4417,0.2,0.4
4418,0.1,0.2
4419,0.2,0.5
4420,0.4,0.8
4421,0.0,0.2
4422,0.0,0.1
4423,0.0,0.1
4424,0.6,0.9
4425,0.2,0.4
4426,0.1,0.1
4427,0.0,0.1
4428,0.2,0.7
4429,0.1,0.1
4430,0.1,0.6
4431,0.0,0.0
4432,0.1,0.1
4433,0.2,0.6
4434,0.1,0.4
4435,0.5,0.6
4436,0.2,0.3
4437,0.2,0.8
4438,0.1,0.6
4439,0.7,0.7
4440,0.0,0.3
4441,0.3,0.4
4442,0.0,0.1
4443,0.0,0.3
4444,0.2,0.9
4445,0.1,0.2
4446,0.0,0.2
4447,0.2,1.0
4448,0.2,0.4
4449,0.1,0.1
4450,0.9,0.7
4451,0.2,0.6
4452,0.0,0.2
4453,0.1,0.2
4454,0.1,0.2
4455,0.0,0.4
4456,0.2,0.6
4457,0.8,1.0
4458,0.2,0.4
4459,0.2,0.8
4460,0.1,0.3
4461,0.4,0.4
4462,0.1,0.6
4463,0.3,0.9
4464,0.1,0.5
4465,0.7,0.8
4466,0.1,0.1
4467,0.1,0.4
4468,0.1,0.2
4469,0.9,0.9
4470,0.0,0.5
4471,0.1,0.9
4472,0.2,0.5
4473,0.2,0.2
4474,0.6,0.9
4475,0.1,0.2
4476,0.8,0.8
4477,0.4,0.5
4478,0.0,0.9
4479,0.1,0.3
4480,0.5,0.6
4481,0.1,0.2
4482,0.1,0.7
4483,0.1,0.1
4484,0.1,0.1
4485,0.7,0.4
4486,0.0,0.3
4487,0.0,0.2
4488,0.1,0.1
4489,0.5,0.8
4490,0.1,0.2
4491,0.1,0.5
4492,0.2,0.9
4493,0.0,0.1
4494,0.1,0.1
4495,0.1,0.5
4496,0.0,0.1
4497,0.1,0.9
4498,0.0,0.1
4499,0.4,0.8
4500,0.4,0.4
4501,0.1,0.2
4502,0.1,0.3
4503,0.3,0.5
4504,0.0,0.1
4505,0.2,0.6
4506,0.2,0.9
4507,0.0,0.1
4508,0.4,0.4
4509,0.2,1.0
4510,0.6,0.8
4511,0.5,0.5
4512,0.2,0.3
4513,0.0,0.7
4514,0.5,0.8
4515,0.0,0.0
4516,0.1,0.1
4517,0.3,0.3
4518,0.9,0.4
4519,0.2,0.4
4520,0.2,0.5
4521,0.1,0.2
4522,0.1,0.5
4523,0.4,0.7
4524,0.1,0.2
4525,0.5,0.7
4526,0.2,0.7
4527,0.1,0.7
4528,0.0,0.1
4529,0.5,0.9
4530,0.3,0.5
4531,0.0,0.0
4532,0.7,0.9
4533,0.6,0.7
4534,0.0,0.1
4535,0.1,0.1
4536,0.0,0.1
4537,0.4,0.7
4538,0.0,0.4
4539,0.0,0.4
4540,0.0,0.6
4541,0.6,0.5
4542,0.1,0.2
4543,0.1,0.2
4544,0.6,0.7
4545,0.7,0.9
4546,0.0,0.1
4547,0.8,1.0
4548,0.0,0.2
4549,0.0,0.1
4550,0.7,0.9
4551,0.9,0.9
4552,0.1,0.2
4553,0.2,0.7
4554,0.0,0.2
4555,0.1,0.2
4556,0.2,0.3
4557,0.2,0.3
4558,0.1,0.3
4559,0.1,0.3
4560,0.5,0.5
4561,0.0,0.2
4562,0.8,0.9
4563,0.0,0.0
4564,0.0,0.6
4565,0.0,0.3
4566,0.1,0.3
4567,0.4,0.0
4568,0.1,0.3
4569,0.1,0.5
4570,0.9,0.9
4571,0.1,0.3
4572,0.0,0.1
4573,0.8,1.0
4574,0.2,0.2
4575,0.2,0.7
4576,0.0,0.2
4577,0.1,0.4
4578,0.0,0.0
4579,0.3,0.5
4580,0.0,0.0
4581,0.0,0.3
4582,0.2,0.3
4583,0.1,0.3
4584,0.1,0.7
4585,0.3,0.3
4586,0.6,0.4
4587,0.1,0.3
4588,0.1,0.1
4589,0.2,0.2
4590,0.0,0.0
4591,0.0,0.8
4592,0.3,0.1
4593,0.2,0.3
4594,0.3,0.2
4595,0.0,0.0
4596,0.0,0.3
4597,0.7,0.7
4598,0.1,0.9
4599,0.0,0.7
4600,0.3,0.8
4601,0.1,0.4
4602,0.0,0.1
4603,0.1,0.3
4604,0.1,0.4
4605,0.0,0.4
4606,0.9,0.9
4607,0.1,0.1
4608,0.0,0.3
4609,0.2,0.8
4610,0.9,1.0
4611,0.0,0.4
4612,0.0,0.3
4613,0.0,0.0
4614,0.5,0.5
4615,0.1,0.5
4616,0.2,0.7
4617,0.2,0.8
4618,0.3,0.6
4619,0.0,0.2
4620,0.1,0.6
4621,0.0,0.1
4622,0.1,0.9
4623,0.0,0.2
4624,0.8,0.9
4625,0.3,0.8
4626,0.3,0.8
4627,0.1,0.2
4628,0.0,0.2
4629,0.4,1.0
4630,0.1,0.3
4631,0.2,0.4
4632,0.1,0.7
4633,0.0,0.1
4634,0.0,0.8
4635,0.2,0.1
4636,0.0,0.0
4637,0.0,0.1
4638,0.3,0.5
4639,0.0,0.1
4640,0.0,0.2
4641,0.0,0.2
4642,0.1,0.9
4643,0.0,0.1
4644,0.1,0.4
4645,0.1,0.5
4646,0.1,0.7
4647,0.0,0.3
4648,0.1,0.1
4649,0.0,0.7
4650,0.1,0.9
4651,0.9,0.9
4652,0.0,0.4
4653,0.0,0.1
4654,0.8,0.9
4655,0.2,1.0
4656,0.0,0.3
4657,0.0,0.2
4658,0.1,0.4
4659,0.1,0.9
4660,0.8,1.0
4661,0.0,0.0
4662,0.0,0.0
4663,0.5,0.7
4664,0.0,0.8
4665,0.1,0.3
4666,0.1,0.6
4667,0.1,0.7
4668,0.0,0.1
4669,0.1,0.2
4670,0.0,0.4
4671,0.0,0.1
4672,0.1,0.1
4673,0.0,0.1
4674,0.1,0.3
4675,0.2,0.6
4676,0.0,0.9
4677,0.5,0.2
4678,0.0,0.1
4679,0.1,0.1
4680,0.6,0.8
4681,0.1,0.1
4682,0.0,0.1
4683,0.1,0.4
4684,0.2,0.6
4685,0.0,0.1
4686,0.0,0.0
4687,0.0,0.1
4688,0.1,0.6
4689,0.5,1.0
4690,0.0,0.9
4691,0.1,0.2
4692,0.2,0.8
4693,0.2,0.5
4694,0.8,1.0
4695,0.0,0.8
4696,0.0,0.1
4697,0.6,0.7
4698,0.1,0.2
4699,0.2,0.3
4700,0.3,0.7
4701,0.7,0.9
4702,0.0,0.0
4703,0.4,1.0
4704,0.4,0.2
4705,0.6,0.8
4706,0.0,0.1
4707,0.8,0.3
4708,0.3,0.9
4709,0.0,0.1
4710,0.2,0.4
4711,0.1,0.2
4712,0.0,0.6
4713,0.4,0.4
4714,0.1,0.5
4715,0.9,1.0
4716,0.4,0.3
4717,0.0,0.2
4718,0.0,0.5
4719,0.0,0.0
4720,0.1,0.3
4721,0.1,0.1
4722,0.1,0.2
4723,0.3,0.7
4724,0.0,0.2
4725,0.0,0.0
4726,0.1,0.3
4727,0.1,0.8
4728,0.3,0.4
4729,0.0,0.5
4730,0.0,0.0
4731,0.1,0.2
4732,0.0,0.6
4733,0.0,0.4
4734,0.1,0.4
4735,0.1,0.4
4736,0.0,0.9
4737,0.6,0.8
4738,0.8,0.9
4739,0.1,0.6
4740,0.2,0.7
4741,0.1,0.1
4742,0.0,0.0
4743,0.1,0.1
4744,0.0,0.8
4745,0.0,0.1
4746,0.0,0.6
4747,0.7,0.6
4748,0.1,0.4
4749,0.8,0.9
4750,0.0,0.1
4751,0.8,1.0
4752,0.0,0.1
4753,0.1,0.1
4754,0.1,0.2
4755,0.2,0.4
4756,0.1,0.5
4757,0.2,0.8
4758,0.0,0.7
4759,0.1,0.1
4760,0.1,0.2
4761,0.0,0.1
4762,0.2,0.9
4763,0.0,0.6
4764,0.0,0.9
4765,0.1,0.8
4766,0.0,0.1
4767,0.1,0.3
4768,0.7,0.9
4769,0.6,0.9
4770,0.9,1.0
4771,0.0,0.1
4772,0.6,0.7
4773,0.4,0.9
4774,0.1,0.1
4775,0.2,0.3
4776,0.1,0.9
4777,0.0,0.0
4778,0.0,0.1
4779,0.0,0.3
4780,0.2,0.7
4781,0.0,0.1
4782,0.3,0.7
4783,0.5,0.9
4784,0.0,0.1
4785,0.1,0.2
4786,0.6,0.2
4787,0.0,0.0
4788,0.0,0.1
4789,0.0,0.1
4790,0.1,0.7
4791,0.0,0.5
4792,0.5,0.9
4793,0.2,0.6
4794,0.5,0.9
4795,0.1,0.7
4796,0.5,0.8
4797,0.1,0.3
4798,0.1,0.2
4799,0.1,0.2
4800,0.0,0.1
4801,0.0,0.8
4802,0.0,0.6
4803,0.1,0.3
4804,0.0,0.2
4805,0.1,0.9
4806,0.1,0.2
4807,0.1,0.1
4808,0.4,0.5
4809,0.0,0.1
4810,0.1,0.9
4811,0.1,0.1
4812,0.0,0.1
4813,0.1,0.2
4814,0.0,0.5
4815,0.1,0.9
4816,0.0,0.1
4817,0.2,0.2
4818,0.8,0.9
4819,0.1,0.4
4820,0.3,0.7
4821,0.6,0.4
4822,0.0,0.0
4823,0.5,0.5
4824,0.1,0.8
4825,0.6,0.7
4826,0.1,0.5
4827,0.1,0.2
4828,0.3,0.8
4829,0.1,0.3
4830,0.0,0.1
4831,0.1,0.1
4832,0.2,0.4
4833,0.0,0.2
4834,0.0,0.7
4835,0.3,0.6
4836,0.0,0.1
4837,0.1,0.1
4838,1.0,0.9
4839,0.2,0.3
4840,0.1,0.1
4841,0.7,0.8
4842,0.3,0.8
4843,0.5,0.8
4844,0.4,0.8
4845,0.1,0.2
4846,0.7,0.9
4847,0.8,0.9
4848,0.0,0.0
4849,0.3,0.9
4850,0.0,0.2
4851,0.2,0.9
4852,0.3,0.5
4853,0.0,0.5
4854,0.1,0.4
4855,0.0,0.1
4856,0.1,0.9
4857,0.0,0.2
4858,0.0,0.8
4859,0.9,0.9
4860,0.5,0.8
4861,0.1,0.9
4862,0.0,0.2
4863,0.4,0.4
4864,0.5,0.7
4865,0.2,0.7
4866,0.1,0.1
4867,0.1,0.8
4868,0.8,0.7
4869,0.0,0.1
4870,0.0,0.1
4871,0.2,0.3
4872,0.8,1.0
4873,0.1,1.0
4874,0.3,0.7
4875,0.1,0.7
4876,0.0,0.2
4877,0.4,0.8
4878,0.6,0.9
4879,0.1,0.4
4880,0.3,0.5
4881,0.0,0.1
4882,0.2,1.0
4883,0.2,0.8
4884,0.1,0.6
4885,0.0,0.9
4886,0.1,0.2
4887,0.0,0.1
4888,0.0,0.3
4889,0.3,0.5
4890,0.0,0.2
4891,0.8,0.7
4892,0.1,0.7
4893,0.1,0.5
4894,0.1,0.1
4895,0.2,0.4
4896,0.1,0.1
4897,0.0,0.2
4898,0.9,0.5
4899,0.1,0.3
4900,0.7,0.8
4901,0.0,0.1
4902,0.0,0.1
4903,0.1,0.2
4904,0.7,0.9
4905,0.1,0.7
4906,0.0,0.7
4907,0.0,0.1
4908,0.1,0.9
4909,0.3,1.0
4910,0.5,0.8
4911,0.1,0.2
4912,0.1,0.1
4913,0.1,0.2
4914,0.0,0.3
4915,0.1,0.1
4916,0.6,0.6
4917,0.1,0.9
4918,0.1,0.5
4919,0.0,0.3
4920,0.0,0.1
4921,0.3,0.5
4922,0.0,0.0
4923,0.8,1.0
4924,0.1,0.8
4925,0.0,0.2
4926,0.0,0.2
4927,0.9,0.9
4928,0.0,0.1
4929,0.1,0.3
4930,0.1,0.2
4931,0.2,0.5
4932,0.1,0.4
4933,0.3,0.2
4934,0.1,0.1
4935,0.1,0.3
4936,0.3,0.1
4937,0.2,0.6
4938,0.1,0.9
4939,0.5,0.5
4940,0.0,0.7
4941,0.5,0.8
4942,0.5,0.7
4943,0.5,0.9
4944,0.0,0.1
4945,0.0,0.2
4946,0.1,0.2
4947,0.2,0.8
4948,0.1,0.5
4949,0.1,0.1
4950,0.1,0.4
4951,0.0,0.5
4952,0.0,0.2
4953,0.4,0.3
4954,0.3,0.7
4955,0.2,0.3
4956,0.1,0.4
4957,0.0,0.4
4958,0.7,0.6
4959,0.0,0.1
4960,0.3,0.4
4961,0.1,0.8
4962,0.1,0.4
4963,0.0,0.0
4964,0.1,0.9
4965,0.2,0.5
4966,0.2,0.2
4967,0.0,0.0
4968,0.0,0.5
4969,0.1,0.5
4970,0.2,0.7
4971,0.1,0.0
4972,0.0,0.3
4973,0.3,0.5
4974,0.9,1.0
4975,0.7,0.8
4976,0.0,0.9
4977,0.6,0.2
4978,0.1,0.2
4979,0.1,0.5
4980,0.0,0.3
4981,0.1,0.7
4982,0.5,0.5
4983,0.0,0.1
4984,0.0,0.2
4985,0.8,0.9
4986,0.2,0.1
4987,0.3,1.0
4988,0.9,0.6
4989,0.0,0.2
4990,0.1,0.8
4991,0.0,0.3
4992,0.3,0.1
4993,0.1,0.1
4994,0.2,0.6
4995,0.1,0.2
4996,0.4,0.8
4997,0.0,0.3
4998,0.2,0.5
4999,0.5,0.9
5000,0.3,0.7
5001,0.6,0.8
5002,0.0,0.9
5003,0.0,0.2
5004,1.0,1.0
5005,0.0,0.8
5006,0.6,0.5
5007,0.6,0.8
5008,0.1,0.5
5009,0.2,0.7
5010,0.3,0.8
5011,0.1,0.3
5012,0.4,0.7
5013,0.5,0.8
5014,0.0,0.1
5015,0.0,0.4
5016,0.0,0.0
5017,0.3,0.6
5018,0.1,0.1
5019,0.1,0.0
5020,0.1,0.2
5021,0.0,0.1
5022,0.2,0.3
5023,0.2,0.6
5024,0.0,0.2
5025,0.3,0.6
5026,0.6,0.8
5027,0.2,0.1
5028,0.1,0.5
5029,0.6,0.9
5030,0.0,0.1
5031,0.2,0.6
5032,0.0,0.1
5033,0.0,0.3
5034,0.0,0.1
5035,0.1,0.5
5036,0.0,0.3
5037,0.2,0.4
5038,0.1,0.5
5039,0.1,0.2
5040,0.0,0.1
5041,0.1,0.7
5042,0.3,0.6
5043,0.1,0.2
5044,0.4,0.8
5045,0.8,0.5
5046,0.9,1.0
5047,0.1,0.5
5048,0.4,0.3
5049,0.2,0.5
5050,0.2,0.4
5051,0.3,0.5
5052,0.0,0.4
5053,0.5,0.9
5054,0.1,0.3
5055,0.2,0.7
5056,0.5,0.8
5057,0.2,0.5
5058,0.0,0.1
5059,0.2,0.5
5060,0.2,0.4
5061,0.7,0.8
5062,0.3,0.3
5063,0.1,0.1
5064,0.0,0.4
5065,0.1,0.3
5066,0.5,0.9
5067,0.1,0.6
5068,0.7,0.8
5069,0.0,0.3
5070,0.2,0.5
5071,0.8,0.7
5072,0.1,0.6
5073,0.1,0.4
5074,0.3,0.7
5075,0.1,0.7
5076,0.1,0.6
5077,0.1,0.2
5078,0.0,0.9
5079,0.4,0.2
5080,0.0,0.1
5081,0.1,0.8
5082,0.0,0.1
5083,0.2,0.6
5084,0.0,0.0
5085,0.1,1.0
5086,0.3,0.4
5087,0.2,0.8
5088,0.0,0.7
5089,0.0,0.3
5090,0.2,0.2
5091,0.5,0.9
5092,0.0,0.2
5093,0.6,0.9
5094,0.7,0.6
5095,0.1,0.2
5096,0.2,0.9
5097,0.0,0.1
5098,0.0,0.3
5099,0.2,0.3
5100,0.4,0.7
5101,0.2,0.4
5102,0.1,0.2
5103,0.0,0.0
5104,0.2,0.2
5105,0.0,0.0
5106,0.2,0.7
5107,0.1,0.2
5108,0.2,0.2
5109,0.6,0.9
5110,0.0,0.1
5111,0.8,0.9
5112,0.3,0.3
5113,0.1,0.1
5114,0.1,0.3
5115,0.0,0.2
5116,0.1,0.2
5117,0.1,0.5
5118,0.1,0.3
5119,0.9,0.8
5120,0.3,0.6
5121,0.1,0.4
5122,0.0,0.2
5123,0.1,0.9
